age,dfi
1,1.671
2,1.488
3,2.001
4,1.539
5,1.656
6,1.722
7,1.055
8,1.554
9,1.506
10,1.563
11,1.625
12,1.639
13,1.628
14,1.906
15,1.932
16,1.965
17,1.989
18,2.039
19,2.082
20,2.027
21,1.953
22,2.134
23,2.263
24,2.369
25,2.371
26,2.224
27,2.354
28,2.455
29,2.524
30,2.609
31,2.484
32,2.415
33,2.41
34,2.345
35,2.197
36,2.151
37,2.095
38,2.21
39,2.283
40,2.178
41,2.063
42,2.098
43,2.141
44,2.352
45,2.501
46,2.142
47,2.056
48,2.15
49,2.373
50,2.751
51,2.121
52,2.645
53,2.75
54,2.663
55,2.778
56,2.61
57,2.678
58,2.579
59,2.553
60,2.596
61,2.798
62,2.886
63,3.027
64,2.938
65,2.973
66,3.134
67,3.117
68,3.245
69,3.446
70,3.227
71,3.162
72,3.167
73,3.169
74,3.213
75,3.291
76,3.252
77,3.237
78,3.321
79,3.269
80,3.331
81,3.455
82,3.351
83,3.433
84,3.391
85,3.462
86,3.5
87,3.515
88,3.54
89,3.515
90,3.54
91,3.54
92,3.54
93,3.54
94,3.54
95,3.54
96,3.54
97,3.54
98,3.54
99,3.54
100,3.54
101,3.54
