age,dfi
1,0.871
2,0.732
3,0.926
4,1.421
5,0.876
6,1.01
7,0.929
8,1.306
9,1.309
10,1.372
11,1.5
12,1.494
13,1.352
14,1.487
15,1.45
16,1.58
17,1.752
18,1.713
19,1.712
20,1.71
21,1.666
22,1.768
23,1.644
24,1.545
25,1.585
26,1.578
27,1.537
28,1.588
29,1.694
30,1.754
31,1.804
32,1.972
33,2.005
34,2.152
35,2.113
36,2.032
37,2.11
38,1.981
39,2.248
40,2.325
41,2.357
42,2.234
43,2.266
44,2.403
45,2.611
46,2.654
47,2.675
48,2.546
49,2.548
50,2.624
51,2.56
52,2.472
53,2.329
54,2.559
55,2.598
56,2.626
57,2.629
58,2.559
59,2.905
60,2.871
61,2.805
62,3.017
63,3.058
64,2.889
65,2.789
66,3.096
67,3.219
68,2.995
69,3.006
70,2.899
71,2.965
72,2.912
73,2.963
74,2.976
75,2.99
76,2.99
77,2.963
78,3.005
79,3.005
80,3.005
81,2.99
82,3.032
83,3.032
84,3.032
85,3.003
86,3.029
87,3.027
88,3.027
89,3.027
90,3.027
91,3.027
92,3.027
93,3.027
94,3.027
95,3.027
96,3.027
97,3.027
98,3.027
99,3.027
100,3.027
101,3.027
