age,dfi
1,1.274
2,1.113
3,0.324
4,1.349
5,1.084
6,1.611
7,1.77
8,1.648
9,1.743
10,1.865
11,1.816
12,1.58
13,1.447
14,1.657
15,1.778
16,1.916
17,2.03
18,2.059
19,1.979
20,1.899
21,1.997
22,2.129
23,1.956
24,1.914
25,2.038
26,1.968
27,2.035
28,2.002
29,1.945
30,1.92
31,1.95
32,2.103
33,2.096
34,2.125
35,2.273
36,2.312
37,2.215
38,2.268
39,2.282
40,2.433
41,2.51
42,2.52
43,2.679
44,2.524
45,2.456
46,2.584
47,2.688
48,2.613
49,2.69
50,2.817
51,2.87
52,2.967
53,2.982
54,2.779
55,2.967
56,2.921
57,2.843
58,2.829
59,2.887
60,2.715
61,2.758
62,2.726
63,2.919
64,2.869
65,2.86
66,2.887
67,2.637
68,2.364
69,2.467
70,2.501
71,2.514
72,2.487
73,2.534
74,2.473
75,2.542
76,2.589
77,2.633
78,2.627
79,2.674
80,2.679
81,2.712
82,2.731
83,2.757
84,2.757
85,2.757
86,2.772
87,2.772
88,2.772
89,2.789
90,2.789
91,2.789
92,2.789
93,2.789
94,2.789
95,2.789
96,2.802
97,2.802
98,2.802
99,2.802
100,2.802
101,2.811
