age,dfi
1,1.242
2,1.234
3,1.497
4,1.826
5,1.542
6,2.268
7,1.398
8,1.697
9,1.935
10,1.934
11,1.952
12,2.022
13,2.129
14,2.213
15,2.099
16,2.116
17,2.273
18,2.296
19,2.323
20,2.283
21,2.126
22,2.148
23,2.206
24,2.139
25,2.17
26,2.254
27,2.317
28,2.412
29,2.368
30,2.361
31,2.447
32,2.51
33,2.465
34,2.492
35,2.467
36,2.507
37,2.607
38,2.829
39,2.638
40,2.72
41,2.405
42,2.551
43,2.82
44,2.784
45,2.796
46,2.971
47,2.948
48,2.781
49,2.88
50,2.908
51,3.05
52,3.129
53,3.22
54,3.032
55,3.136
56,3.224
57,3.263
58,3.316
59,3.232
60,3.196
61,3.265
62,3.13
63,3.103
64,3.306
65,3.43
66,3.395
67,3.221
68,3.568
69,3.837
70,2.724
71,3.471
72,4.212
73,3.377
74,3.511
75,3.886
76,3.746
77,3.642
78,3.843
79,3.794
80,3.574
81,3.732
82,3.661
83,3.821
84,3.545
85,3.816
86,3.608
87,3.604
88,3.711
89,3.548
90,3.702
91,3.462
92,3.687
93,3.434
94,3.552
95,3.692
96,3.394
97,3.622
98,3.585
99,3.643
100,3.493
101,3.565
