age,dfi
1,1.734
2,1.564
3,1.487
4,1.657
5,1.5
6,1.814
7,1.469
8,1.602
9,1.649
10,1.749
11,1.815
12,1.855
13,1.809
14,1.801
15,1.953
16,1.952
17,1.886
18,1.917
19,1.961
20,1.891
21,1.774
22,1.926
23,1.976
24,2.09
25,2.089
26,2.099
27,2.05
28,1.96
29,2.153
30,2.219
31,2.179
32,2.053
33,2.064
34,2.011
35,1.989
36,2.099
37,2.184
38,2.267
39,2.262
40,2.19
41,2.274
42,2.321
43,2.221
44,2.159
45,2.17
46,2.142
47,2.129
48,2.27
49,2.349
50,2.464
51,2.626
52,2.523
53,2.573
54,2.574
55,2.528
56,2.635
57,2.648
58,2.624
59,2.604
60,2.617
61,2.445
62,2.558
63,2.658
64,2.874
65,2.922
66,2.92
67,2.473
68,2.699
69,2.776
70,3.308
71,3.296
72,3.52
73,3.323
74,2.678
75,3.649
76,3.363
77,3.382
78,3.431
79,3.355
80,3.482
81,3.428
82,3.608
83,3.462
84,3.514
85,3.529
86,3.523
87,3.539
88,3.539
89,3.539
90,3.539
91,3.539
92,3.539
93,3.539
94,3.539
95,3.539
96,3.539
97,3.539
98,3.539
99,3.539
100,3.539
101,3.539
