age,dfi
1,0.444
2,1.078
3,1.239
4,1.112
5,1.116
6,1.171
7,1.159
8,1.338
9,1.426
10,1.458
11,1.48
12,1.517
13,1.679
14,1.838
15,1.786
16,1.843
17,1.88
18,2.0
19,2.035
20,2.053
21,2.102
22,2.137
23,2.082
24,2.08
25,2.156
26,2.19
27,2.154
28,2.097
29,2.078
30,1.813
31,1.734
32,1.774
33,1.964
34,2.056
35,2.132
36,2.245
37,2.33
38,2.433
39,2.637
40,2.621
41,2.506
42,2.562
43,2.666
44,2.895
45,2.97
46,2.823
47,2.967
48,2.883
49,2.99
50,3.089
51,3.008
52,3.2
53,3.143
54,3.231
55,3.256
56,3.248
57,3.228
58,2.977
59,3.055
60,2.952
61,3.066
62,2.953
63,2.763
64,2.992
65,2.936
66,2.881
67,2.95
68,3.125
69,3.357
70,3.196
71,3.629
72,3.369
73,3.696
74,3.379
75,3.357
76,3.306
77,3.532
78,4.052
79,3.197
80,3.62
81,3.363
82,3.774
83,3.2
84,3.607
85,3.798
86,3.409
87,3.583
88,3.57
89,3.678
90,3.059
91,3.444
92,3.669
93,3.508
94,3.537
95,3.473
96,3.657
97,3.503
98,3.543
99,3.814
100,3.386
101,3.553
