age,dfi
1,1.607
2,1.308
3,1.336
4,2.07
5,1.877
6,1.732
7,1.778
8,1.786
9,1.818
10,1.906
11,1.973
12,1.937
13,1.978
14,1.961
15,1.796
16,1.95
17,2.165
18,1.99
19,1.978
20,2.025
21,2.016
22,2.019
23,2.046
24,1.99
25,2.11
26,2.072
27,1.983
28,1.99
29,2.006
30,1.986
31,2.051
32,1.998
33,2.011
34,2.01
35,2.061
36,2.064
37,2.012
38,2.0
39,2.029
40,2.128
41,2.282
42,2.208
43,2.247
44,2.163
45,2.324
46,2.338
47,2.304
48,2.257
49,2.154
50,2.29
51,2.385
52,2.417
53,2.258
54,2.133
55,2.265
56,2.503
57,2.315
58,2.239
59,2.251
60,2.29
61,2.432
62,2.433
63,2.281
64,2.298
65,2.404
66,2.367
67,2.124
68,2.159
69,2.216
70,2.424
71,2.697
72,2.63
73,2.624
74,2.693
75,2.685
76,2.795
77,2.754
78,2.762
79,2.776
80,2.762
81,2.794
82,2.776
83,2.772
84,2.767
85,2.776
86,2.818
87,2.776
88,2.786
89,2.786
90,2.786
91,2.808
92,2.786
93,2.786
94,2.786
95,2.786
96,2.818
97,2.786
98,2.786
99,2.786
100,2.786
101,2.818
