age,dfi
1,1.921
2,1.493
3,1.821
4,1.802
5,1.991
6,1.745
7,2.117
8,1.81
9,1.826
10,2.027
11,1.975
12,2.014
13,2.068
14,2.007
15,1.915
16,2.065
17,2.113
18,2.039
19,1.871
20,2.022
21,2.029
22,2.054
23,2.09
24,2.049
25,2.131
26,2.136
27,2.137
28,2.133
29,2.117
30,2.117
31,2.157
32,2.212
33,2.315
34,2.49
35,2.404
36,2.379
37,2.47
38,2.492
39,2.693
40,2.753
41,2.572
42,2.642
43,2.625
44,2.658
45,2.659
46,2.694
47,2.761
48,2.748
49,2.644
50,2.697
51,2.864
52,2.954
53,2.858
54,2.835
55,2.91
56,2.834
57,2.831
58,2.775
59,2.746
60,2.878
61,2.9
62,2.883
63,2.929
64,2.787
65,2.81
66,2.718
67,2.686
68,2.8
69,2.983
70,3.036
71,2.989
72,2.993
73,3.021
74,2.987
75,3.017
76,2.997
77,3.01
78,2.986
79,3.01
80,3.005
81,3.01
82,2.986
83,3.01
84,3.005
85,3.003
86,2.979
87,2.999
88,2.998
89,2.999
90,2.97
91,2.999
92,2.998
93,2.999
94,2.97
95,2.999
96,2.998
97,2.999
98,2.97
99,2.999
100,2.998
101,2.999
