age,dfi
1,0.533
2,1.216
3,1.275
4,1.27
5,1.482
6,1.508
7,1.373
8,1.469
9,1.519
10,1.629
11,1.667
12,1.654
13,1.624
14,1.681
15,1.778
16,1.8
17,1.753
18,1.796
19,1.856
20,1.906
21,1.861
22,1.786
23,1.78
24,1.881
25,1.95
26,1.932
27,1.987
28,2.015
29,2.012
30,2.06
31,2.147
32,2.124
33,2.148
34,2.185
35,2.172
36,2.24
37,2.294
38,2.233
39,2.165
40,2.191
41,2.17
42,2.199
43,2.171
44,2.323
45,2.357
46,2.272
47,2.326
48,2.303
49,2.37
50,2.477
51,2.367
52,2.451
53,2.435
54,2.463
55,2.409
56,2.44
57,2.459
58,2.327
59,2.31
60,2.253
61,2.492
62,2.695
63,2.768
64,2.519
65,2.772
66,2.73
67,2.884
68,3.029
69,3.024
70,3.061
71,2.95
72,2.983
73,2.993
74,2.892
75,2.769
76,2.844
77,2.794
78,2.828
79,2.798
80,2.828
81,2.802
82,2.828
83,2.825
84,2.828
85,2.846
86,2.846
87,2.856
88,2.856
89,2.856
90,2.856
91,2.856
92,2.856
93,2.856
94,2.856
95,2.856
96,2.856
97,2.856
98,2.856
99,2.856
100,2.856
101,2.856
