age,dfi
1,0.683
2,1.383
3,1.193
4,1.293
5,1.688
6,1.551
7,1.742
8,1.636
9,1.747
10,1.835
11,1.754
12,1.7
13,1.71
14,1.736
15,1.773
16,1.951
17,1.893
18,1.941
19,1.943
20,2.003
21,2.072
22,2.302
23,2.267
24,2.241
25,2.265
26,2.32
27,2.317
28,2.395
29,2.44
30,2.383
31,2.477
32,2.614
33,2.531
34,2.564
35,2.538
36,2.546
37,2.332
38,2.339
39,2.393
40,2.327
41,2.378
42,2.397
43,2.645
44,2.699
45,2.809
46,2.751
47,2.784
48,2.904
49,2.852
50,2.852
51,2.87
52,2.917
53,3.125
54,3.344
55,3.593
56,3.237
57,3.439
58,3.383
59,3.349
60,3.456
61,3.533
62,3.685
63,3.071
64,3.544
65,3.46
66,3.478
67,3.427
68,3.495
69,3.716
70,2.989
71,3.531
72,3.328
73,3.222
74,2.74
75,3.53
76,3.671
77,3.673
78,4.043
79,3.237
80,3.521
81,3.893
82,3.39
83,4.055
84,3.47
85,4.025
86,3.441
87,3.598
88,3.962
89,3.451
90,4.078
91,3.307
92,4.083
93,3.394
94,3.498
95,4.003
96,3.372
97,4.108
98,3.22
99,3.981
100,3.438
101,3.474
