age,dfi
1,1.468
2,1.612
3,1.334
4,1.932
5,1.65
6,1.378
7,1.414
8,1.505
9,1.482
10,1.509
11,1.674
12,1.606
13,1.491
14,1.592
15,1.647
16,1.627
17,1.604
18,1.761
19,1.755
20,1.727
21,1.671
22,1.627
23,1.646
24,1.815
25,1.982
26,2.119
27,2.09
28,2.177
29,2.281
30,2.339
31,2.203
32,2.404
33,2.304
34,2.408
35,2.522
36,2.559
37,2.36
38,2.496
39,2.378
40,2.436
41,2.461
42,2.322
43,2.406
44,2.403
45,2.372
46,2.481
47,2.615
48,2.459
49,2.557
50,2.596
51,2.414
52,2.366
53,2.265
54,1.677
55,1.894
56,2.043
57,2.097
58,1.874
59,2.138
60,2.146
61,2.332
62,2.416
63,2.404
64,2.464
65,2.424
66,2.631
67,2.817
68,2.965
69,3.092
70,3.15
71,3.052
72,2.805
73,2.878
74,3.069
75,2.689
76,2.915
77,2.827
78,2.886
79,2.922
80,2.895
81,2.89
82,2.929
83,2.881
84,2.91
85,2.954
86,2.881
87,2.925
88,2.953
89,2.88
90,2.973
91,2.944
92,2.9
93,2.973
94,2.944
95,2.9
96,2.973
97,2.944
98,2.901
99,2.973
100,2.944
101,2.901
