age,dfi
1,0.924
2,1.275
3,0.864
4,1.458
5,1.481
6,1.521
7,1.522
8,1.577
9,1.606
10,1.725
11,1.716
12,1.783
13,1.88
14,1.903
15,1.999
16,2.077
17,2.009
18,1.922
19,2.03
20,2.084
21,2.039
22,1.933
23,2.042
24,2.063
25,1.977
26,1.989
27,2.033
28,2.204
29,2.203
30,2.22
31,2.275
32,2.218
33,2.167
34,2.177
35,2.075
36,2.04
37,1.976
38,2.121
39,2.139
40,2.165
41,2.198
42,2.199
43,2.261
44,2.248
45,2.089
46,2.126
47,2.186
48,2.412
49,2.407
50,2.322
51,2.299
52,2.25
53,1.905
54,1.713
55,1.844
56,2.416
57,2.472
58,2.695
59,2.529
60,2.694
61,2.598
62,2.661
63,2.668
64,2.557
65,2.53
66,2.429
67,2.543
68,2.639
69,2.805
70,2.741
71,2.845
72,2.95
73,2.925
74,2.954
75,2.903
76,2.939
77,2.949
78,2.904
79,2.965
80,2.965
81,2.904
82,2.965
83,2.965
84,2.904
85,2.965
86,2.965
87,2.904
88,2.965
89,2.965
90,2.904
91,2.965
92,2.965
93,2.904
94,2.965
95,2.965
96,2.904
97,2.965
98,2.965
99,2.904
100,2.965
101,2.965
