age,dfi
1,1.159
2,1.387
3,1.265
4,1.788
5,1.931
6,1.305
7,1.486
8,1.551
9,1.614
10,1.761
11,1.826
12,1.785
13,1.844
14,1.946
15,1.984
16,1.991
17,2.066
18,2.064
19,2.011
20,2.001
21,1.879
22,2.037
23,2.022
24,2.11
25,2.215
26,2.162
27,2.112
28,2.289
29,2.29
30,2.348
31,2.39
32,2.367
33,2.382
34,2.37
35,2.279
36,2.331
37,2.436
38,2.289
39,2.35
40,2.374
41,2.381
42,2.385
43,2.348
44,2.274
45,2.373
46,2.391
47,2.453
48,2.467
49,2.511
50,2.52
51,2.615
52,2.613
53,2.717
54,2.489
55,2.6
56,2.776
57,2.666
58,2.843
59,2.809
60,2.86
61,2.877
62,2.805
63,2.92
64,2.724
65,2.742
66,2.48
67,2.074
68,2.303
69,2.767
70,2.681
71,2.92
72,2.912
73,2.841
74,2.974
75,2.931
76,2.938
77,2.92
78,2.893
79,2.936
80,2.939
81,2.932
82,2.961
83,2.961
84,2.945
85,2.945
86,2.961
87,2.958
88,2.958
89,2.958
90,2.958
91,2.958
92,2.958
93,2.958
94,2.958
95,2.958
96,2.958
97,2.958
98,2.958
99,2.958
100,2.958
101,2.958
