age,dfi
1,1.362
2,1.479
3,1.696
4,1.579
5,1.715
6,1.622
7,1.65
8,1.64
9,1.698
10,1.726
11,1.842
12,1.908
13,1.933
14,1.984
15,2.011
16,1.636
17,1.48
18,1.442
19,1.55
20,1.666
21,1.813
22,1.92
23,2.115
24,2.179
25,2.112
26,2.128
27,2.044
28,1.941
29,2.107
30,2.31
31,2.422
32,2.432
33,2.394
34,2.405
35,2.526
36,2.418
37,2.343
38,2.328
39,2.369
40,2.43
41,2.467
42,2.193
43,2.193
44,2.282
45,2.345
46,2.444
47,2.504
48,2.365
49,2.517
50,2.525
51,2.502
52,2.564
53,2.551
54,2.611
55,2.52
56,2.338
57,2.443
58,2.741
59,2.758
60,2.828
61,2.916
62,2.497
63,2.964
64,2.672
65,2.992
66,3.022
67,1.23
68,3.001
69,2.688
70,2.99
71,3.102
72,3.154
73,3.196
74,2.565
75,3.104
76,3.026
77,3.095
78,3.093
79,3.049
80,3.078
81,3.128
82,3.104
83,3.173
84,3.173
85,3.213
86,3.23
87,3.277
88,3.277
89,3.277
90,3.296
91,3.329
92,3.304
93,3.365
94,3.402
95,3.402
96,3.457
97,3.452
98,3.521
99,3.47
100,3.523
101,3.523
