age,dfi
1,2.032
2,1.168
3,1.453
4,1.35
5,1.409
6,1.382
7,1.378
8,1.455
9,1.475
10,1.566
11,1.504
12,1.547
13,1.438
14,1.547
15,1.698
16,1.609
17,1.757
18,1.764
19,1.843
20,1.815
21,1.934
22,1.878
23,1.985
24,1.981
25,1.951
26,1.976
27,1.922
28,1.888
29,2.002
30,2.188
31,2.302
32,2.382
33,2.305
34,2.217
35,2.231
36,2.218
37,2.329
38,2.413
39,2.403
40,2.415
41,2.308
42,2.331
43,2.492
44,2.357
45,2.301
46,2.448
47,2.459
48,2.393
49,2.401
50,2.51
51,2.765
52,2.76
53,2.625
54,2.652
55,2.574
56,2.563
57,2.648
58,2.731
59,2.633
60,2.51
61,2.341
62,2.523
63,2.692
64,2.479
65,2.843
66,2.825
67,2.722
68,2.86
69,2.863
70,2.984
71,3.215
72,3.026
73,3.06
74,2.619
75,3.096
76,2.961
77,2.937
78,3.063
79,2.994
80,3.019
81,3.004
82,2.988
83,3.037
84,2.988
85,2.988
86,3.024
87,2.988
88,3.037
89,2.988
90,2.988
91,3.024
92,2.988
93,3.037
94,2.988
95,2.988
96,3.024
97,2.988
98,3.037
99,2.988
100,2.988
101,3.024
