age,dfi
1,0.951
2,1.257
3,1.235
4,1.022
5,1.212
6,1.171
7,1.407
8,1.358
9,1.409
10,1.503
11,1.634
12,1.714
13,1.673
14,1.638
15,1.542
16,1.617
17,1.548
18,1.65
19,1.706
20,1.682
21,1.683
22,1.728
23,1.81
24,1.853
25,1.894
26,1.909
27,1.894
28,1.89
29,1.967
30,1.868
31,1.821
32,1.793
33,1.902
34,2.033
35,2.1
36,2.113
37,2.106
38,2.286
39,2.361
40,2.134
41,2.041
42,2.138
43,2.179
44,2.257
45,2.187
46,2.172
47,2.205
48,2.327
49,2.457
50,2.591
51,2.489
52,2.548
53,2.691
54,2.673
55,2.883
56,2.671
57,2.604
58,2.711
59,2.787
60,2.878
61,2.877
62,2.892
63,2.913
64,3.025
65,3.143
66,3.184
67,3.157
68,3.212
69,3.262
70,3.136
71,3.046
72,3.061
73,3.039
74,2.999
75,2.8
76,2.928
77,3.054
78,3.225
79,3.265
80,3.349
81,3.418
82,3.374
83,3.416
84,3.59
85,3.766
86,3.387
87,3.519
88,3.621
89,3.538
90,3.532
91,3.458
92,3.598
93,3.475
94,3.524
95,3.555
96,3.53
97,3.53
98,3.525
99,3.53
100,3.53
101,3.53
