age,dfi
1,1.207
2,1.593
3,1.768
4,1.511
5,1.244
6,1.042
7,1.124
8,1.368
9,1.343
10,1.344
11,1.317
12,1.374
13,1.32
14,1.526
15,1.63
16,1.699
17,1.753
18,1.676
19,1.796
20,1.851
21,1.878
22,1.831
23,1.871
24,2.083
25,2.154
26,2.13
27,2.066
28,2.2
29,2.374
30,2.272
31,1.901
32,1.925
33,2.061
34,2.046
35,2.246
36,2.355
37,2.334
38,2.386
39,2.422
40,2.419
41,2.437
42,2.382
43,2.417
44,2.609
45,2.54
46,2.665
47,2.694
48,2.759
49,2.796
50,2.74
51,2.578
52,2.621
53,2.573
54,2.529
55,2.618
56,2.54
57,2.577
58,3.102
59,3.315
60,3.391
61,2.814
62,3.284
63,3.07
64,3.142
65,3.527
66,3.013
67,2.824
68,2.508
69,2.617
70,2.955
71,2.896
72,2.481
73,2.877
74,2.731
75,2.783
76,2.803
77,2.786
78,2.799
79,2.792
80,2.785
81,2.799
82,2.79
83,2.793
84,2.804
85,2.785
86,2.817
87,2.804
88,2.826
89,2.821
90,2.828
91,2.85
92,2.851
93,2.85
94,2.851
95,2.851
96,2.861
97,2.861
98,2.861
99,2.861
100,2.861
101,2.861
