age,dfi
1,1.182
2,1.368
3,1.025
4,1.826
5,1.861
6,2.024
7,2.062
8,1.752
9,1.809
10,1.778
11,1.829
12,1.91
13,2.037
14,2.049
15,1.967
16,2.123
17,2.184
18,2.214
19,2.21
20,2.269
21,2.28
22,2.306
23,2.282
24,2.204
25,2.292
26,2.356
27,2.405
28,2.421
29,2.433
30,2.452
31,2.455
32,2.658
33,2.498
34,2.66
35,2.714
36,2.662
37,2.61
38,2.663
39,2.654
40,2.673
41,2.729
42,2.738
43,2.862
44,2.738
45,3.014
46,3.056
47,3.144
48,3.097
49,2.843
50,3.251
51,3.342
52,3.252
53,3.133
54,3.112
55,3.137
56,3.272
57,3.474
58,3.172
59,3.503
60,3.214
61,3.609
62,3.392
63,3.257
64,3.747
65,3.151
66,3.575
67,3.171
68,3.266
69,3.439
70,3.56
71,3.883
72,3.27
73,3.636
74,3.601
75,3.47
76,3.674
77,3.612
78,3.611
79,3.523
80,3.597
81,3.466
82,3.542
83,3.601
84,3.482
85,3.54
86,3.541
87,3.54
88,3.536
89,3.541
90,3.541
91,3.541
92,3.541
93,3.541
94,3.541
95,3.541
96,3.541
97,3.541
98,3.541
99,3.541
100,3.541
101,3.541
