age,dfi
1,1.313
2,1.262
3,1.53
4,1.602
5,1.357
6,1.532
7,1.441
8,1.502
9,1.649
10,1.805
11,1.814
12,1.768
13,1.739
14,1.759
15,1.812
16,1.843
17,1.846
18,1.832
19,1.805
20,1.824
21,1.902
22,1.925
23,1.98
24,1.944
25,2.135
26,2.238
27,2.168
28,2.171
29,2.168
30,2.159
31,2.149
32,2.166
33,2.155
34,2.114
35,1.911
36,2.079
37,2.087
38,2.202
39,2.374
40,2.348
41,2.136
42,2.081
43,2.003
44,1.987
45,2.067
46,2.076
47,2.177
48,2.03
49,2.213
50,2.364
51,2.42
52,2.463
53,2.539
54,2.444
55,2.503
56,2.527
57,2.52
58,2.695
59,2.821
60,2.809
61,2.779
62,2.788
63,2.846
64,2.986
65,2.941
66,2.851
67,2.598
68,2.525
69,2.602
70,2.562
71,2.599
72,2.531
73,2.576
74,2.553
75,2.602
76,2.609
77,2.631
78,2.634
79,2.634
80,2.634
81,2.634
82,2.634
83,2.634
84,2.634
85,2.631
86,2.631
87,2.631
88,2.631
89,2.631
90,2.631
91,2.631
92,2.631
93,2.631
94,2.631
95,2.631
96,2.631
97,2.631
98,2.631
99,2.631
100,2.631
101,2.631
