id,Fattening_group.Pen,age,weight,dfi,cfi
46,202004-93,55,76.0,2.459,133.63971799059073
46,202004-93,56,76.5,2.367,136.00671799059072
46,202004-93,57,77.5,1.797,137.8037179905907
46,202004-93,58,78.25,2.31,140.11371799059071
46,202004-93,59,79.75,1.99,142.10371799059072
46,202004-93,60,80.0,3.115,145.21871799059073
46,202004-93,61,82.0,2.505,147.72371799059073
46,202004-93,62,83.75,3.226,150.94971799059073
46,202004-93,63,84.0,2.755,153.70471799059072
46,202004-93,64,84.5,2.551,156.2557179905907
46,202004-93,65,85.0,3.061,159.31671799059072
46,202004-93,66,85.75,3.024,162.34071799059072
46,202004-93,67,86.75,2.949,165.28971799059073
46,202004-93,68,88.5,3.104,168.39371799059074
46,202004-93,69,90.0,3.1,171.49371799059074
46,202004-93,70,89.0,2.796,174.28971799059073
46,202004-93,71,91.0,2.855,177.14471799059072
46,202004-93,72,93.0,2.761,179.90571799059072
46,202004-93,73,92.858,2.871,182.77671799059073
46,202004-93,74,93.783,2.862,185.63871799059072
46,202004-93,75,94.709,2.852,188.49071799059072
46,202004-93,76,95.5,2.737,191.22771799059072
46,202004-93,77,96.25,2.812,194.03971799059073
92,202004-93,1,28.5,1.002,28.912318035509582
92,202004-93,2,28.75,1.642,30.55431803550958
92,202004-93,3,30.5,1.077,31.63131803550958
92,202004-93,4,31.0,1.247,32.87831803550958
92,202004-93,5,31.5,1.469,34.34731803550958
92,202004-93,6,33.25,1.453,35.800318035509584
92,202004-93,7,33.5,1.346,37.14631803550958
92,202004-93,8,33.75,1.703,38.84931803550958
92,202004-93,9,35.0,1.928,40.77731803550958
92,202004-93,10,36.0,1.721,42.498318035509584
92,202004-93,11,37.0,1.718,44.21631803550959
92,202004-93,12,37.5,1.831,46.04731803550959
92,202004-93,13,38.0,1.826,47.87331803550959
92,202004-93,14,39.5,1.631,49.50431803550959
92,202004-93,15,40.0,1.795,51.29931803550959
92,202004-93,16,40.25,1.859,53.158318035509595
