age,dfi
1,1.092
2,1.514
3,1.378
4,1.734
5,2.019
6,2.032
7,1.914
8,1.75
9,1.79
10,1.821
11,1.855
12,1.9
13,1.561
14,1.839
15,1.481
16,1.644
17,1.728
18,1.592
19,1.785
20,1.862
21,2.116
22,2.069
23,2.489
24,2.077
25,2.27
26,2.063
27,2.179
28,2.274
29,2.481
30,2.316
31,2.351
32,2.648
33,2.416
34,2.5
35,2.504
36,2.373
37,2.447
38,2.304
39,2.628
40,2.416
41,2.551
42,2.54
43,2.618
44,2.298
45,2.506
46,2.609
47,2.732
48,2.447
49,2.76
50,2.626
51,2.795
52,2.868
53,2.904
54,2.47
55,2.879
56,2.655
57,2.697
58,2.77
59,2.377
60,2.806
61,2.759
62,2.132
63,3.177
64,2.418
65,2.77
66,2.836
67,1.407
68,3.004
69,2.861
70,3.177
71,3.003
72,3.009
73,3.011
74,2.362
75,2.723
76,2.852
77,2.726
78,2.74
79,2.898
80,2.789
81,2.835
82,2.835
83,2.79
84,2.829
85,2.819
86,2.778
87,2.811
88,2.821
89,2.792
90,2.805
91,2.816
92,2.795
93,2.802
94,2.809
95,2.797
96,2.799
97,2.803
98,2.797
99,2.796
100,2.8
