age,dfi
1,1.304
2,1.243
3,1.544
4,1.487
5,1.585
6,1.536
7,1.546
8,1.291
9,1.748
10,1.969
11,2.043
12,2.074
13,1.99
14,1.832
15,2.156
16,2.087
17,1.933
18,1.972
19,1.98
20,1.954
21,1.976
22,1.979
23,1.958
24,2.339
25,2.027
26,2.312
27,0.973
28,1.951
29,2.232
30,2.454
31,2.32
32,2.19
33,2.503
34,2.094
35,2.366
36,2.083
37,2.412
38,2.284
39,2.6
40,2.406
41,2.458
42,2.575
43,2.376
44,2.871
45,2.489
46,2.919
47,2.619
48,2.819
49,2.826
50,2.912
51,3.461
52,3.167
53,3.266
54,3.389
55,3.153
56,2.999
57,3.025
58,3.041
59,3.391
60,1.1
61,3.324
62,2.787
63,3.156
64,3.153
65,3.13
66,3.037
67,1.711
68,3.693
69,2.817
70,3.056
71,3.223
72,3.32
73,3.265
74,2.642
75,3.493
76,3.244
77,3.503
78,3.399
79,3.125
80,3.112
81,3.174
82,3.241
83,3.229
84,3.41
85,3.38
86,3.237
87,3.237
88,3.285
89,3.261
90,3.233
91,3.332
92,3.302
93,3.235
94,3.233
95,3.238
96,3.233
97,3.215
98,3.275
99,3.234
100,3.204
