age,dfi
1,0.904
2,1.014
3,1.228
4,1.403
5,1.817
6,1.572
7,1.71
8,1.588
9,1.699
10,1.726
11,1.866
12,1.811
13,1.807
14,1.762
15,1.561
16,1.753
17,1.679
18,1.764
19,1.693
20,2.003
21,1.882
22,2.123
23,1.891
24,2.036
25,1.886
26,1.948
27,2.017
28,2.098
29,1.856
30,2.322
31,2.206
32,1.202
33,1.739
34,2.098
35,2.13
36,2.057
37,2.363
38,2.159
39,2.145
40,2.439
41,2.258
42,2.365
43,2.28
44,2.44
45,2.338
46,2.285
47,2.492
48,2.389
49,2.402
50,2.478
51,2.493
52,2.647
53,2.625
54,2.021
55,2.802
56,2.439
57,2.077
58,2.741
59,2.347
60,2.215
61,2.628
62,2.76
63,2.578
64,3.4
65,2.578
66,2.492
67,2.309
68,2.894
69,2.949
70,2.541
71,2.696
72,2.671
73,2.61
74,2.687
75,2.647
76,2.638
77,2.675
78,2.843
79,2.87
80,2.82
81,2.842
82,2.876
83,2.879
84,2.882
85,2.871
86,2.851
87,2.847
88,2.861
89,2.874
90,2.835
91,2.847
92,2.838
93,2.841
94,2.86
95,2.847
96,2.862
97,2.85
98,2.861
99,2.856
100,2.854
101,2.857
