age,dfi
1,1.362
2,1.479
3,1.696
4,1.579
5,1.715
6,1.622
7,1.65
8,1.658
9,1.691
10,1.897
11,1.853
12,1.948
13,2.074
14,1.851
15,1.923
16,1.337
17,1.458
18,1.379
19,1.567
20,1.747
21,1.939
22,2.248
23,1.847
24,2.173
25,2.175
26,2.034
27,2.019
28,2.233
29,2.312
30,2.285
31,2.297
32,2.335
33,2.262
34,2.397
35,2.289
36,2.5
37,2.24
38,2.259
39,2.394
40,2.243
41,2.573
42,1.798
43,2.307
44,2.285
45,2.628
46,2.361
47,2.347
48,2.521
49,2.488
50,2.39
51,2.745
52,2.351
53,2.663
54,2.306
55,2.031
56,2.213
57,2.196
58,2.626
59,2.807
60,2.869
61,2.956
62,2.652
63,2.987
64,2.676
65,2.781
66,3.125
67,1.412
68,3.092
69,2.727
70,3.098
71,2.888
72,2.933
73,2.89
74,2.575
75,2.793
76,2.819
77,2.756
78,2.809
79,2.824
80,2.813
81,2.807
82,2.812
83,2.809
84,2.806
85,2.807
86,2.807
87,2.806
88,2.806
89,2.806
90,2.806
91,2.806
92,2.806
93,2.806
94,2.806
95,2.806
96,2.805
97,2.803
98,2.802
99,2.801
100,2.8
