age,dfi
1,1.607
2,1.308
3,1.336
4,2.07
5,1.877
6,1.732
7,1.778
8,1.905
9,1.902
10,1.927
11,2.008
12,2.051
13,2.005
14,1.768
15,1.724
16,2.075
17,1.839
18,2.115
19,1.922
20,2.006
21,1.992
22,2.036
23,2.075
24,2.167
25,2.068
26,1.949
27,1.959
28,2.052
29,1.841
30,2.015
31,2.014
32,1.999
33,2.004
34,2.166
35,2.048
36,1.795
37,2.024
38,2.034
39,2.057
40,2.214
41,2.27
42,2.059
43,2.299
44,2.275
45,2.285
46,2.267
47,2.174
48,2.058
49,2.099
50,2.412
51,2.218
52,2.029
53,2.113
54,2.182
55,2.253
56,2.143
57,2.106
58,2.339
59,2.326
60,2.243
61,2.25
62,2.45
63,2.402
64,2.359
65,2.113
66,2.509
67,2.196
68,2.161
69,2.16
70,2.49
71,2.673
72,2.475
73,2.487
74,2.481
75,2.52
76,2.701
77,2.654
78,2.561
79,2.598
80,2.557
81,2.58
82,2.561
83,2.613
84,2.614
85,2.583
86,2.602
87,2.574
88,2.61
89,2.597
90,2.601
91,2.597
92,2.603
93,2.609
94,2.6
95,2.599
96,2.602
97,2.602
98,2.606
99,2.6
100,2.6
101,2.602
