age,dfi
1,0.924
2,1.275
3,0.864
4,1.458
5,1.481
6,1.521
7,1.522
8,1.596
9,1.606
10,1.799
11,1.737
12,2.018
13,1.824
14,2.217
15,1.994
16,1.821
17,1.972
18,2.135
19,2.061
20,1.917
21,2.063
22,2.055
23,2.095
24,1.888
25,1.912
26,2.344
27,2.108
28,2.152
29,2.224
30,2.229
31,2.203
32,2.245
33,2.104
34,1.955
35,1.976
36,1.766
37,1.986
38,1.879
39,2.258
40,2.028
41,2.298
42,2.096
43,2.059
44,2.212
45,1.923
46,2.324
47,2.393
48,2.343
49,2.237
50,2.279
51,2.324
52,1.619
53,1.507
54,1.78
55,2.012
56,2.697
57,2.387
58,2.836
59,2.56
60,2.743
61,2.336
62,2.726
63,2.571
64,1.978
65,2.671
66,2.565
67,2.954
68,2.666
69,2.903
70,2.683
71,2.546
72,2.852
73,2.839
74,2.944
75,2.898
76,2.871
77,2.896
78,2.878
79,2.906
80,2.872
81,2.866
82,2.868
83,2.862
84,2.861
85,2.847
86,2.848
87,2.851
88,2.852
89,2.854
90,2.854
91,2.855
92,2.856
93,2.856
94,2.856
95,2.856
96,2.856
97,2.856
98,2.856
99,2.856
100,2.856
101,2.856
