age,dfi
1,1.274
2,1.113
3,0.324
4,1.349
5,1.084
6,1.611
7,1.77
8,1.629
9,1.836
10,1.796
11,1.845
12,1.663
13,1.595
14,1.738
15,1.847
16,2.119
17,1.938
18,2.016
19,1.663
20,2.208
21,1.924
22,2.068
23,1.976
24,1.915
25,2.008
26,1.959
27,2.002
28,1.727
29,1.979
30,2.045
31,2.05
32,1.99
33,2.381
34,2.233
35,2.03
36,2.185
37,2.295
38,2.206
39,2.43
40,2.349
41,2.758
42,2.58
43,2.591
44,2.551
45,2.567
46,2.538
47,2.626
48,2.822
49,2.811
50,2.79
51,3.024
52,2.956
53,3.148
54,2.962
55,2.91
56,2.588
57,3.096
58,2.722
59,2.792
60,2.704
61,2.817
62,2.868
63,2.823
64,2.912
65,2.954
66,2.404
67,2.853
68,2.215
69,2.544
70,2.751
71,2.565
72,2.492
73,2.497
74,2.541
75,2.56
76,2.609
77,2.607
78,2.583
79,2.57
80,2.57
81,2.583
82,2.594
83,2.601
84,2.6
85,2.599
86,2.6
87,2.597
88,2.6
89,2.602
90,2.602
91,2.601
92,2.601
93,2.602
94,2.602
95,2.601
96,2.601
97,2.602
98,2.602
99,2.601
100,2.601
101,2.602
