age,dfi
1,1.313
2,1.262
3,1.53
4,1.602
5,1.357
6,1.532
7,1.441
8,1.7
9,1.573
10,1.852
11,1.693
12,1.785
13,1.656
14,1.845
15,1.89
16,1.836
17,1.759
18,1.86
19,1.728
20,1.95
21,1.88
22,2.014
23,1.669
24,2.408
25,1.908
26,1.993
27,2.215
28,2.114
29,2.279
30,2.07
31,2.135
32,2.119
33,1.777
34,1.808
35,2.028
36,2.05
37,2.126
38,2.253
39,2.0
40,2.317
41,1.682
42,1.981
43,1.868
44,2.019
45,2.178
46,2.12
47,1.965
48,2.281
49,2.223
50,2.39
51,2.565
52,2.468
53,2.5
54,2.527
55,2.341
56,2.385
57,2.613
58,2.473
59,2.646
60,2.786
61,2.823
62,2.884
63,2.816
64,3.107
65,2.76
66,2.571
67,2.455
68,2.482
69,2.656
70,2.506
71,2.552
72,2.471
73,2.511
74,2.488
75,2.572
76,2.643
77,2.596
78,2.632
79,2.648
80,2.652
81,2.658
82,2.685
83,2.718
84,2.764
85,2.801
86,2.796
87,2.8
88,2.798
89,2.793
90,2.788
91,2.782
92,2.785
93,2.796
94,2.797
95,2.796
96,2.794
97,2.791
98,2.79
99,2.794
100,2.797
