age,dfi
1,1.791
2,1.203
3,1.28
4,1.451
5,1.366
6,1.45
7,1.483
8,1.618
9,1.579
10,1.706
11,1.741
12,1.891
13,1.909
14,1.898
15,1.65
16,1.76
17,1.978
18,1.807
19,2.013
20,1.72
21,1.609
22,1.908
23,1.685
24,1.868
25,1.652
26,1.776
27,1.637
28,2.087
29,1.728
30,2.076
31,2.148
32,2.292
33,2.199
34,2.155
35,2.102
36,2.182
37,2.593
38,2.574
39,2.498
40,2.565
41,2.462
42,2.591
43,2.774
44,2.54
45,3.172
46,2.749
47,2.563
48,2.961
49,3.05
50,3.295
51,2.811
52,2.917
53,3.242
54,2.772
55,2.563
56,3.101
57,3.112
58,2.521
59,2.871
60,1.462
61,2.558
62,2.981
63,2.768
64,2.704
65,2.79
66,3.092
67,1.608
68,3.352
69,2.932
70,2.888
71,3.312
72,2.996
73,3.052
74,3.019
75,3.272
76,3.012
77,3.215
78,3.109
79,3.147
80,3.112
81,3.119
82,3.162
83,3.119
84,3.145
85,3.105
86,3.106
87,3.095
88,3.093
89,3.077
90,3.058
91,3.05
92,3.036
93,3.029
94,3.027
95,3.025
96,3.021
97,3.018
98,3.004
99,3.009
100,3.007
