age,dfi
1,0.67
2,0.868
3,1.124
4,1.324
5,1.255
6,2.205
7,1.303
8,1.763
9,1.234
10,1.834
11,1.709
12,2.156
13,1.969
14,2.274
15,2.151
16,2.047
17,2.274
18,2.372
19,2.145
20,2.513
21,2.266
22,2.477
23,2.308
24,2.274
25,2.3
26,2.315
27,2.558
28,2.434
29,2.532
30,2.216
31,2.492
32,2.21
33,2.656
34,2.549
35,2.757
36,2.53
37,2.695
38,2.665
39,2.693
40,2.427
41,2.823
42,1.794
43,2.27
44,1.344
45,1.88
46,2.063
47,2.665
48,2.483
49,2.654
50,2.415
51,3.003
52,2.707
53,3.038
54,3.539
55,2.909
56,2.616
57,3.099
58,2.858
59,2.855
60,2.042
61,2.081
62,2.08
63,2.552
64,2.584
65,2.491
66,2.382
67,2.276
68,2.472
69,2.28
70,2.488
71,2.441
72,2.411
73,2.522
74,2.379
75,2.54
76,2.426
77,2.526
78,2.588
79,2.536
80,2.581
81,2.54
82,2.598
83,2.602
84,2.578
85,2.599
86,2.577
87,2.596
88,2.593
89,2.603
90,2.602
91,2.599
92,2.602
93,2.602
94,2.602
95,2.6
96,2.601
97,2.602
98,2.602
99,2.6
100,2.601
101,2.602
