age,dfi
1,0.533
2,1.216
3,1.275
4,1.27
5,1.482
6,1.508
7,1.373
8,1.455
9,1.609
10,1.669
11,1.533
12,1.628
13,1.608
14,1.759
15,1.671
16,1.781
17,1.715
18,1.829
19,1.836
20,1.79
21,1.844
22,1.783
23,1.941
24,1.878
25,1.888
26,1.857
27,1.952
28,2.033
29,1.999
30,1.943
31,2.265
32,2.202
33,2.234
34,2.055
35,2.197
36,2.225
37,2.184
38,2.216
39,2.234
40,2.255
41,2.074
42,2.141
43,2.516
44,2.253
45,2.305
46,2.121
47,2.307
48,2.554
49,2.343
50,2.472
51,2.287
52,2.619
53,2.275
54,2.478
55,2.43
56,2.347
57,2.555
58,2.355
59,2.087
60,2.316
61,2.486
62,3.055
63,2.699
64,2.861
65,2.732
66,2.937
67,2.977
68,3.022
69,3.055
70,2.878
71,3.014
72,2.836
73,2.87
74,2.879
75,2.794
76,2.781
77,2.823
78,2.917
79,2.822
80,2.839
81,2.839
82,2.843
83,2.833
84,2.853
85,2.828
86,2.844
87,2.83
88,2.844
89,2.854
90,2.848
91,2.859
92,2.86
93,2.858
94,2.856
95,2.855
96,2.857
97,2.858
98,2.857
99,2.856
100,2.855
101,2.856
