age,dfi
1,0.041
2,0.0
3,0.988
4,0.741
5,1.295
6,1.249
7,1.206
8,1.584
9,1.551
10,1.461
11,1.776
12,1.811
13,1.743
14,1.909
15,1.894
16,1.896
17,1.925
18,1.878
19,1.69
20,1.841
21,1.889
22,1.908
23,2.065
24,1.952
25,2.246
26,2.058
27,2.191
28,2.119
29,2.185
30,2.13
31,2.51
32,2.599
33,2.382
34,2.445
35,2.489
36,2.341
37,2.731
38,2.703
39,2.732
40,2.435
41,2.363
42,2.873
43,2.508
44,2.424
45,2.219
46,2.56
47,2.4
48,2.651
49,2.397
50,2.496
51,2.582
52,2.834
53,2.84
54,3.055
55,2.91
56,2.949
57,3.012
58,2.874
59,2.926
60,2.961
61,2.589
62,2.533
63,2.67
64,2.658
65,2.828
66,3.037
67,2.864
68,3.065
69,3.069
70,2.941
71,2.865
72,2.842
73,3.025
74,2.869
75,2.87
76,2.851
77,2.888
78,2.844
79,2.815
80,2.783
81,2.812
82,2.822
83,2.795
84,2.807
85,2.813
86,2.797
87,2.804
88,2.809
89,2.797
90,2.802
91,2.804
92,2.797
93,2.8
94,2.801
95,2.797
96,2.797
97,2.799
98,2.796
99,2.796
100,2.796
