age,dfi
1,0.796
2,0.73
3,1.311
4,1.014
5,1.06
6,0.713
7,1.362
8,1.33
9,1.288
10,1.523
11,1.61
12,1.318
13,1.559
14,1.851
15,1.544
16,1.652
17,1.623
18,1.644
19,1.858
20,1.788
21,1.837
22,1.718
23,1.618
24,1.888
25,1.754
26,1.652
27,1.883
28,1.538
29,1.998
30,1.498
31,1.639
32,1.876
33,1.901
34,1.708
35,2.201
36,1.935
37,1.694
38,2.002
39,1.97
40,2.045
41,2.171
42,2.318
43,2.221
44,2.263
45,2.287
46,2.262
47,2.468
48,2.695
49,2.279
50,2.675
51,2.434
52,2.424
53,2.625
54,2.788
55,2.154
56,2.705
57,2.416
58,2.457
59,2.596
60,2.737
61,2.613
62,2.731
63,2.89
64,2.531
65,2.747
66,2.702
67,2.394
68,3.056
69,2.859
70,2.833
71,2.659
72,2.985
73,3.098
74,2.94
75,3.089
76,2.887
77,3.245
78,2.74
79,3.057
80,3.005
81,3.01
82,3.128
83,3.05
84,3.105
85,3.029
86,3.074
87,3.032
88,3.049
89,3.034
90,3.025
91,3.028
92,3.022
93,3.022
94,3.02
95,3.009
96,3.01
97,3.009
98,3.008
99,3.003
100,3.006
