age,dfi
1,1.56
2,1.58
3,1.672
4,1.753
5,0.781
6,1.609
7,1.782
8,1.714
9,1.679
10,1.987
11,1.894
12,2.002
13,2.291
14,1.861
15,1.803
16,1.915
17,2.088
18,2.025
19,2.096
20,2.078
21,1.986
22,1.957
23,2.037
24,2.529
25,2.353
26,2.226
27,2.385
28,2.477
29,2.317
30,2.405
31,2.123
32,2.348
33,2.726
34,2.357
35,2.444
36,2.539
37,2.912
38,2.45
39,3.069
40,2.644
41,2.926
42,2.936
43,2.906
44,2.877
45,2.814
46,2.931
47,3.127
48,3.044
49,3.366
50,3.133
51,3.298
52,3.219
53,3.083
54,3.209
55,3.317
56,3.331
57,3.403
58,3.573
59,3.249
60,3.315
61,3.34
62,3.266
63,3.423
64,3.379
65,3.529
66,3.124
67,3.504
68,2.867
69,3.163
70,3.169
71,3.26
72,3.239
73,3.411
74,3.621
75,3.584
76,3.289
77,3.495
78,3.59
79,3.567
80,3.672
81,3.354
82,3.669
83,3.315
84,3.414
85,3.668
86,3.4
87,3.488
88,3.372
89,3.464
90,3.273
91,3.368
92,3.43
93,3.324
94,3.383
95,3.3
96,3.381
97,3.217
98,3.313
99,3.308
100,3.269
