age,dfi
1,0.992
2,1.294
3,0.888
4,0.879
5,1.343
6,1.379
7,1.635
8,1.675
9,1.678
10,1.638
11,1.609
12,1.579
13,1.683
14,1.754
15,1.787
16,1.64
17,1.77
18,1.854
19,1.907
20,1.843
21,1.632
22,1.741
23,1.742
24,1.665
25,2.014
26,1.943
27,1.799
28,1.965
29,2.097
30,1.966
31,2.062
32,2.012
33,2.075
34,2.082
35,2.042
36,2.156
37,2.002
38,2.239
39,2.154
40,2.1
41,2.159
42,2.447
43,2.49
44,2.245
45,2.535
46,2.308
47,1.971
48,2.055
49,2.084
50,2.643
51,2.925
52,2.473
53,2.69
54,2.429
55,2.397
56,2.23
57,2.423
58,1.962
59,2.161
60,1.995
61,2.304
62,2.566
63,2.471
64,2.383
65,2.053
66,1.979
67,1.848
68,1.766
69,1.75
70,1.747
71,1.857
72,1.892
73,1.903
74,1.893
75,1.914
76,1.921
77,1.94
78,1.954
79,1.961
80,1.985
81,2.022
82,2.012
83,1.995
84,1.995
85,2.035
86,2.058
87,2.052
88,2.052
89,2.057
90,2.07
91,2.115
92,2.127
93,2.192
94,2.176
95,2.207
96,2.245
97,2.242
98,2.246
99,2.237
100,2.241
101,2.254
