age,dfi
1,1.307
2,0.968
3,1.218
4,1.695
5,1.547
6,1.811
7,1.854
8,1.338
9,1.777
10,1.846
11,1.888
12,2.083
13,2.187
14,1.696
15,2.051
16,1.793
17,1.878
18,1.882
19,1.921
20,1.942
21,1.782
22,1.631
23,1.863
24,1.875
25,2.13
26,1.949
27,2.373
28,1.752
29,2.02
30,2.051
31,2.417
32,2.238
33,2.211
34,1.869
35,2.64
36,2.348
37,2.527
38,2.502
39,2.536
40,2.189
41,2.573
42,2.42
43,2.464
44,2.494
45,2.618
46,2.669
47,1.692
48,3.287
49,2.586
50,2.625
51,2.641
52,2.863
53,3.088
54,2.247
55,2.557
56,2.545
57,2.657
58,2.721
59,2.782
60,2.096
61,2.871
62,3.23
63,2.874
64,2.672
65,3.043
66,2.979
67,2.859
68,3.353
69,3.455
70,3.056
71,3.111
72,3.389
73,3.135
74,3.02
75,3.318
76,3.464
77,3.17
78,3.309
79,3.336
80,3.208
81,3.202
82,3.282
83,3.335
84,3.195
85,3.268
86,3.288
87,3.188
88,3.221
89,3.216
90,3.277
91,3.201
92,3.21
93,3.214
94,3.191
95,3.199
96,3.182
97,3.193
98,3.17
99,3.173
100,3.174
