age,dfi
1,1.136
2,1.345
3,1.13
4,1.118
5,1.845
6,1.057
7,0.447
8,0.598
9,0.814
10,1.349
11,1.435
12,1.722
13,1.606
14,1.759
15,1.722
16,1.692
17,1.772
18,1.822
19,1.892
20,1.837
21,1.599
22,1.762
23,1.76
24,1.642
25,1.725
26,1.68
27,1.744
28,1.808
29,2.181
30,1.917
31,2.103
32,2.157
33,1.898
34,2.387
35,2.139
36,2.356
37,2.41
38,2.223
39,2.397
40,2.408
41,2.346
42,2.241
43,2.456
44,2.303
45,2.309
46,2.362
47,2.203
48,2.547
49,2.361
50,2.294
51,2.419
52,2.003
53,2.76
54,2.622
55,2.482
56,2.679
57,2.608
58,2.202
59,2.651
60,2.54
61,2.538
62,2.388
63,2.379
64,2.59
65,2.451
66,2.423
67,2.699
68,2.949
69,2.632
70,2.698
71,2.718
72,2.791
73,3.17
74,2.862
75,3.013
76,2.692
77,3.149
78,2.994
79,3.094
80,3.041
81,3.108
82,3.018
83,3.101
84,2.988
85,3.038
86,3.013
87,3.018
88,2.99
89,3.004
90,3.008
91,3.005
92,2.987
93,2.998
94,3.001
95,2.998
96,2.955
97,3.003
98,2.977
99,2.968
100,3.012
101,2.976
