age,dfi
1,1.242
2,1.234
3,1.497
4,1.826
5,1.542
6,2.268
7,1.398
8,1.763
9,1.89
10,1.723
11,1.888
12,2.352
13,2.221
14,2.109
15,2.226
16,2.46
17,2.234
18,2.336
19,2.298
20,2.071
21,2.325
22,2.167
23,2.115
24,2.202
25,2.323
26,2.558
27,2.27
28,2.407
29,2.496
30,2.546
31,2.49
32,2.429
33,2.623
34,2.438
35,2.563
36,2.462
37,2.503
38,3.162
39,2.161
40,2.467
41,2.76
42,2.805
43,2.814
44,2.967
45,3.243
46,3.093
47,2.726
48,2.845
49,2.716
50,2.705
51,3.146
52,3.241
53,3.1
54,3.276
55,3.235
56,3.223
57,3.39
58,3.105
59,2.994
60,3.339
61,3.146
62,3.529
63,3.116
64,3.293
65,3.584
66,3.619
67,3.355
68,3.183
69,4.185
70,2.925
71,3.335
72,3.472
73,3.453
74,3.232
75,3.024
76,3.608
77,3.088
78,3.328
79,3.373
80,3.352
81,3.269
82,3.259
83,3.508
84,3.234
85,3.307
86,3.328
87,3.291
88,3.25
89,3.264
90,3.4
91,3.228
92,3.279
93,3.283
94,3.253
95,3.225
96,3.227
97,3.314
98,3.221
99,3.228
100,3.226
