age,dfi
1,2.059
2,1.959
3,2.42
4,1.515
5,2.432
6,1.509
7,0.591
8,1.459
9,2.205
10,2.147
11,1.52
12,2.968
13,2.075
14,2.379
15,2.103
16,2.153
17,2.098
18,1.87
19,1.805
20,1.861
21,1.065
22,2.023
23,1.92
24,2.293
25,2.164
26,2.293
27,2.744
28,2.128
29,2.737
30,2.186
31,2.47
32,2.372
33,2.363
34,2.233
35,2.192
36,2.19
37,1.987
38,2.256
39,1.863
40,2.186
41,1.767
42,2.695
43,1.948
44,2.469
45,2.24
46,2.588
47,2.742
48,2.274
49,3.006
50,2.283
51,2.54
52,2.423
53,2.26
54,2.388
55,2.922
56,2.369
57,2.465
58,2.222
59,2.395
60,2.654
61,2.502
62,2.668
63,2.438
64,2.734
65,3.047
66,2.748
67,2.89
68,3.265
69,3.249
70,3.088
71,3.162
72,3.113
73,3.101
74,3.154
75,3.222
76,3.23
77,3.167
78,3.18
79,3.155
80,3.154
81,3.156
82,3.173
83,3.171
84,3.158
85,3.145
86,3.138
87,3.137
88,3.137
89,3.138
90,3.136
91,3.129
92,3.116
93,3.097
94,3.093
95,3.081
96,3.07
97,3.046
98,3.039
99,3.034
100,3.025
