age,dfi
1,0.683
2,1.383
3,1.193
4,1.293
5,1.688
6,1.551
7,1.742
8,1.688
9,1.976
10,1.648
11,1.687
12,1.793
13,1.739
14,1.696
15,1.948
16,1.771
17,1.987
18,1.901
19,1.962
20,2.307
21,2.346
22,2.31
23,2.241
24,2.348
25,2.248
26,2.472
27,2.457
28,2.522
29,2.293
30,2.809
31,2.496
32,2.692
33,2.62
34,2.66
35,2.594
36,2.644
37,2.267
38,2.407
39,2.364
40,2.157
41,2.279
42,2.593
43,2.71
44,2.605
45,2.954
46,2.905
47,2.637
48,2.864
49,2.981
50,2.916
51,2.719
52,3.32
53,3.282
54,3.447
55,3.656
56,2.726
57,3.531
58,3.539
59,3.385
60,3.219
61,3.637
62,3.547
63,2.993
64,3.741
65,3.42
66,3.35
67,3.485
68,3.345
69,3.718
70,2.751
71,3.812
72,3.192
73,3.262
74,2.711
75,3.611
76,3.594
77,3.496
78,3.834
79,2.927
80,3.562
81,3.364
82,3.481
83,3.545
84,3.325
85,3.572
86,3.37
87,3.446
88,3.316
89,3.404
90,3.406
91,3.338
92,3.48
93,3.275
94,3.409
95,3.224
96,3.283
97,3.287
98,3.279
99,3.338
100,3.198
