age,dfi
1,1.002
2,1.642
3,1.077
4,1.247
5,1.469
6,1.453
7,1.346
8,1.488
9,1.66
10,1.725
11,1.741
12,1.8
13,1.809
14,1.696
15,1.774
16,1.855
17,1.8
18,1.836
19,1.927
20,2.123
21,1.928
22,2.041
23,1.908
24,1.725
25,1.943
26,1.834
27,1.964
28,2.033
29,2.102
30,1.789
31,2.08
32,2.02
33,1.966
34,2.35
35,2.1
36,2.222
37,2.097
38,2.076
39,2.113
40,2.108
41,2.204
42,1.975
43,2.335
44,2.192
45,2.444
46,2.403
47,2.177
48,2.002
49,2.262
50,2.1
51,2.763
52,2.371
53,2.706
54,2.82
55,2.54
56,2.732
57,2.672
58,2.759
59,2.463
60,2.684
61,2.803
62,2.819
63,2.645
64,2.844
65,2.703
66,2.89
67,2.623
68,2.895
69,2.803
70,2.82
71,2.813
72,2.802
73,2.578
74,2.552
75,2.602
76,2.564
77,2.666
78,2.703
79,2.721
80,2.754
81,2.817
82,2.865
83,2.813
84,2.803
85,2.823
86,2.851
87,2.842
88,2.83
89,2.848
90,2.843
91,2.848
92,2.853
93,2.854
94,2.856
95,2.856
96,2.857
97,2.856
98,2.856
99,2.856
100,2.856
101,2.856
