age,dfi
1,1.392
2,1.185
3,0.923
4,1.207
5,1.675
6,1.813
7,1.788
8,1.999
9,1.771
10,1.818
11,1.641
12,1.799
13,1.843
14,2.066
15,1.943
16,1.956
17,1.973
18,2.007
19,2.072
20,1.896
21,1.423
22,1.455
23,2.378
24,2.15
25,2.19
26,2.078
27,2.042
28,1.925
29,2.16
30,2.293
31,2.159
32,2.21
33,2.377
34,2.326
35,2.471
36,2.257
37,2.373
38,2.414
39,2.503
40,2.491
41,2.546
42,2.546
43,2.735
44,2.63
45,3.029
46,2.349
47,2.773
48,2.381
49,2.425
50,2.675
51,2.552
52,2.922
53,2.718
54,2.763
55,2.744
56,2.787
57,2.707
58,2.656
59,2.52
60,2.54
61,2.223
62,2.766
63,2.564
64,2.607
65,2.682
66,2.214
67,2.364
68,2.256
69,2.616
70,2.939
71,2.793
72,2.804
73,2.884
74,2.79
75,2.831
76,2.828
77,2.853
78,2.842
79,2.84
80,2.843
81,2.848
82,2.851
83,2.851
84,2.853
85,2.853
86,2.853
87,2.853
88,2.853
89,2.855
90,2.854
91,2.855
92,2.856
93,2.856
94,2.856
95,2.856
96,2.856
97,2.856
98,2.856
99,2.856
100,2.856
101,2.856
