age,dfi
1,1.357
2,0.927
3,1.468
4,1.146
5,1.52
6,1.812
7,1.78
8,1.366
9,1.981
10,1.743
11,1.376
12,1.684
13,1.605
14,1.623
15,1.793
16,1.616
17,1.692
18,1.305
19,1.473
20,1.685
21,1.846
22,1.96
23,1.857
24,1.696
25,1.827
26,1.829
27,1.967
28,1.958
29,1.919
30,1.867
31,2.12
32,2.397
33,2.183
34,2.305
35,2.219
36,2.28
37,2.418
38,2.478
39,2.1
40,2.467
41,2.23
42,2.231
43,2.194
44,2.779
45,2.247
46,2.73
47,2.457
48,2.295
49,2.426
50,2.662
51,2.526
52,2.638
53,2.213
54,2.566
55,2.304
56,2.784
57,2.164
58,2.419
59,1.913
60,2.374
61,2.443
62,2.257
63,2.69
64,2.224
65,2.755
66,1.669
67,1.64
68,2.132
69,2.024
70,2.344
71,2.09
72,2.144
73,2.145
74,2.108
75,2.224
76,2.124
77,2.212
78,2.222
79,2.248
80,2.234
81,2.201
82,2.222
83,2.21
84,2.191
85,2.174
86,2.175
87,2.202
88,2.189
89,2.204
90,2.224
91,2.233
92,2.229
93,2.221
94,2.219
95,2.212
96,2.196
97,2.174
98,2.165
99,2.172
100,2.18
