age,dfi
1,1.58
2,1.321
3,1.439
4,1.598
5,1.391
6,1.864
7,1.454
8,1.56
9,1.668
10,1.675
11,1.761
12,1.71
13,1.673
14,1.923
15,1.686
16,1.979
17,1.632
18,1.764
19,1.741
20,1.778
21,2.09
22,1.87
23,2.016
24,1.869
25,1.937
26,2.021
27,2.065
28,2.189
29,2.116
30,2.422
31,2.049
32,2.314
33,1.655
34,2.101
35,2.047
36,2.279
37,2.168
38,2.261
39,2.137
40,2.342
41,2.115
42,2.238
43,2.43
44,2.325
45,2.135
46,1.948
47,1.943
48,1.854
49,1.934
50,2.0
51,2.085
52,2.317
53,2.156
54,2.308
55,2.452
56,2.471
57,2.343
58,2.546
59,2.148
60,2.615
61,2.556
62,2.355
63,2.762
64,2.316
65,2.735
66,2.394
67,2.582
68,2.635
69,2.598
70,2.728
71,2.645
72,2.892
73,3.041
74,3.068
75,3.322
76,3.108
77,3.108
78,3.207
79,3.061
80,3.194
81,3.171
82,3.292
83,3.006
84,3.11
85,3.073
86,3.104
87,3.164
88,3.132
89,3.147
90,3.023
91,3.073
92,3.054
93,3.038
94,3.033
95,3.014
96,3.024
97,3.018
98,3.019
99,3.012
100,3.008
