age,dfi
1,0.046
2,0.955
3,0.578
4,0.644
5,0.887
6,1.155
7,0.206
8,0.983
9,1.366
10,1.152
11,1.399
12,1.395
13,1.539
14,1.799
15,1.76
16,1.733
17,1.911
18,1.872
19,2.076
20,1.8
21,2.171
22,1.712
23,1.794
24,1.868
25,1.833
26,1.797
27,1.628
28,1.638
29,1.763
30,1.919
31,1.767
32,2.015
33,1.974
34,2.074
35,2.314
36,2.141
37,2.308
38,2.306
39,2.184
40,2.54
41,2.12
42,2.227
43,2.169
44,2.263
45,2.246
46,2.094
47,2.359
48,2.106
49,2.312
50,2.154
51,2.432
52,2.48
53,2.373
54,2.554
55,2.487
56,2.354
57,2.244
58,2.585
59,1.885
60,2.166
61,2.064
62,2.408
63,2.43
64,2.237
65,2.725
66,2.311
67,2.222
68,2.044
69,2.05
70,2.426
71,2.112
72,2.324
73,2.22
74,2.208
75,2.257
76,2.207
77,2.207
78,2.185
79,2.193
80,2.179
81,2.173
82,2.182
83,2.197
84,2.218
85,2.231
86,2.254
87,2.232
88,2.222
89,2.222
90,2.206
91,2.183
92,2.172
93,2.164
94,2.175
95,2.186
96,2.203
97,2.231
98,2.247
99,2.228
100,2.219
