age,dfi
1,0.65
2,1.669
3,1.589
4,1.611
5,1.681
6,1.344
7,2.052
8,1.669
9,1.694
10,1.546
11,1.992
12,1.925
13,1.659
14,1.964
15,1.983
16,2.004
17,2.23
18,2.035
19,2.383
20,2.34
21,2.356
22,2.222
23,2.443
24,2.081
25,2.631
26,2.365
27,2.566
28,2.318
29,2.267
30,2.561
31,2.352
32,2.284
33,2.248
34,1.993
35,2.084
36,2.328
37,1.986
38,2.279
39,2.331
40,2.753
41,2.336
42,2.522
43,2.635
44,2.559
45,2.342
46,2.052
47,2.659
48,2.108
49,2.464
50,2.413
51,3.006
52,2.698
53,2.813
54,2.85
55,2.887
56,2.888
57,2.748
58,2.604
59,2.838
60,2.625
61,3.207
62,2.612
63,2.888
64,2.411
65,3.082
66,2.837
67,3.391
68,2.226
69,2.575
70,2.833
71,2.651
72,2.669
73,2.728
74,2.706
75,2.411
76,2.647
77,2.642
78,2.644
79,2.679
80,2.732
81,2.746
82,2.807
83,2.803
84,2.803
85,2.803
86,2.802
87,2.802
88,2.802
89,2.8
90,2.8
91,2.8
92,2.798
93,2.798
94,2.797
95,2.796
96,2.796
97,2.796
98,2.796
99,2.796
100,2.796
