age,weight
1,40.0
2,40.341
3,41.109
4,41.906
5,42.672
6,43.326
7,44.008
8,44.75
9,45.469
10,46.222
11,47.173
12,48.062
13,49.076
14,49.994
15,50.901
16,51.731
17,52.555
18,53.471
19,54.445
20,55.429
21,56.158
22,57.027
23,57.705
24,58.416
25,59.296
26,60.288
27,61.152
28,62.071
29,62.827
30,63.98
31,64.785
32,65.865
33,66.97
34,67.794
35,68.809
36,69.722
37,70.642
38,71.459
39,72.39
40,73.33
41,74.281
42,75.261
43,76.086
44,76.996
45,77.88
46,78.831
47,79.787
48,80.749
49,81.872
50,82.857
51,83.724
52,84.6
53,85.821
54,87.04
55,88.069
56,89.303
57,89.959
58,90.709
59,91.461
60,92.249
61,92.853
62,93.624
63,94.593
64,95.262
65,96.291
66,97.326
67,98.432
68,99.159
69,100.329
70,101.164
71,102.277
72,103.302
73,104.275
74,105.231
75,106.011
76,106.969
77,107.534
78,108.703
79,109.627
80,110.626
81,111.625
82,112.613
83,113.63
84,114.626
85,115.67
86,116.7
87,117.744
88,118.792
89,119.842
90,120.898
91,121.956
92,123.025
93,124.094
94,125.169
95,126.245
96,127.324
97,128.407
98,129.491
99,130.577
100,131.663
101,132.751
