age,weight
1,39.25
2,40.072
3,40.915
4,41.529
5,42.322
6,43.007
7,44.1
8,44.696
9,45.547
10,46.643
11,47.61
12,48.525
13,49.596
14,50.714
15,51.811
16,53.087
17,54.485
18,55.658
19,56.953
20,58.172
21,59.212
22,60.102
23,60.977
24,62.02
25,62.918
26,63.844
27,64.69
28,65.583
29,66.447
30,67.352
31,68.244
32,69.165
33,69.814
34,70.728
35,71.674
36,72.648
37,73.988
38,75.05
39,76.288
40,77.268
41,78.524
42,79.611
43,80.697
44,81.732
45,83.018
46,84.035
47,85.326
48,86.728
49,88.186
50,89.42
51,90.669
52,91.952
53,93.029
54,94.528
55,95.785
56,97.213
57,98.504
58,99.358
59,100.543
60,101.909
61,103.06
62,104.585
63,105.547
64,106.439
65,107.855
66,108.73
67,109.637
68,110.886
69,111.742
70,112.733
71,113.889
72,115.051
73,115.885
74,116.879
75,118.161
76,118.969
77,120.411
78,121.377
79,122.473
80,123.5
81,124.535
82,125.588
83,126.59
84,127.641
85,128.648
86,129.665
87,130.669
88,131.671
89,132.671
90,133.663
91,134.658
92,135.646
93,136.633
94,137.619
95,138.601
96,139.583
97,140.565
98,141.545
99,142.524
100,143.503
101,144.48
