age,weight
1,35.25
2,35.731
3,36.621
4,37.513
5,38.342
6,39.271
7,40.411
8,41.567
9,42.547
10,43.668
11,44.552
12,45.492
13,46.53
14,47.508
15,48.906
16,50.087
17,51.245
18,52.499
19,53.616
20,54.631
21,55.835
22,56.819
23,57.938
24,59.124
25,60.218
26,61.31
27,62.461
28,63.476
29,64.334
30,65.301
31,66.037
32,66.991
33,67.919
34,68.889
35,69.944
36,71.048
37,72.295
38,73.432
39,74.355
40,75.506
41,76.465
42,77.687
43,78.776
44,79.626
45,80.832
46,81.593
47,82.653
48,83.475
49,84.6
50,85.69
51,86.662
52,87.644
53,88.347
54,89.21
55,90.074
56,91.083
57,92.054
58,93.043
59,94.106
60,95.131
61,96.225
62,97.084
63,97.995
64,98.965
65,99.701
66,100.214
67,101.236
68,102.423
69,103.681
70,104.741
71,105.819
72,106.856
73,107.879
74,108.94
75,110.007
76,111.081
77,112.141
78,113.204
79,114.262
80,115.319
81,116.378
82,117.437
83,118.496
84,119.554
85,120.612
86,121.669
87,122.726
88,123.782
89,124.838
90,125.894
91,126.95
92,128.006
93,129.061
94,130.115
95,131.169
96,132.223
97,133.278
98,134.333
99,135.385
100,136.438
101,137.492
