age,weight
1,36.0
2,37.001
3,37.768
4,38.536
5,39.407
6,40.235
7,41.159
8,42.08
9,42.946
10,43.964
11,44.935
12,45.817
13,46.875
14,47.878
15,48.868
16,49.596
17,50.341
18,51.28
19,52.109
20,52.964
21,54.014
22,54.724
23,55.538
24,56.509
25,57.479
26,58.328
27,59.315
28,60.189
29,61.101
30,62.181
31,62.959
32,64.114
33,64.955
34,65.667
35,66.589
36,67.622
37,68.263
38,69.018
39,69.956
40,71.226
41,72.426
42,73.253
43,74.387
44,75.012
45,75.88
46,76.775
47,77.624
48,78.209
49,79.061
50,79.945
51,80.576
52,81.504
53,82.43
54,83.05
55,83.994
56,84.904
57,85.762
58,86.462
59,87.21
60,88.249
61,88.879
62,89.621
63,90.145
64,91.222
65,92.384
66,93.286
67,94.309
68,95.026
69,95.723
70,96.473
71,96.511
72,96.879
73,97.685
74,98.818
75,99.381
76,101.011
77,101.961
78,102.991
79,104.014
80,105.063
81,106.146
82,107.191
83,108.329
84,109.418
85,110.528
86,111.639
87,112.757
88,113.881
89,115.002
90,116.135
91,117.265
92,118.4
93,119.539
94,120.68
95,121.823
96,122.967
97,124.111
98,125.257
99,126.404
100,127.551
101,128.699
