age,weight
1,34.367
2,35.306
3,36.126
4,37.275
5,38.056
6,39.355
7,40.367
8,41.674
9,42.921
10,44.082
11,45.38
12,46.515
13,47.638
14,48.96
15,50.164
16,51.437
17,52.579
18,53.858
19,55.201
20,56.343
21,57.399
22,58.53
23,59.871
24,61.112
25,62.473
26,63.988
27,65.21
28,66.372
29,67.617
30,68.873
31,69.889
32,71.07
33,72.13
34,73.315
35,74.383
36,75.433
37,76.54
38,77.899
39,79.112
40,80.279
41,81.605
42,82.653
43,83.742
44,84.923
45,86.076
46,87.064
47,88.326
48,89.69
49,90.737
50,92.334
51,93.737
52,95.154
53,96.675
54,97.368
55,98.754
56,99.814
57,100.664
58,101.275
59,101.679
60,101.665
61,102.132
62,103.174
63,104.79
64,106.078
65,107.023
66,108.122
67,109.814
68,111.252
69,112.289
70,113.542
71,114.69
72,115.809
73,116.937
74,118.091
75,119.211
76,120.292
77,121.379
78,122.444
79,123.497
80,124.541
81,125.58
82,126.608
83,127.626
84,128.639
85,129.643
86,130.643
87,131.637
88,132.628
89,133.613
90,134.594
91,135.57
92,136.545
93,137.515
94,138.484
95,139.452
96,140.416
97,141.379
98,142.339
99,143.298
100,144.256
101,145.212
