age,weight
1,39.5
2,40.341
3,40.804
4,41.177
5,41.917
6,42.752
7,43.698
8,44.885
9,45.917
10,46.887
11,48.037
12,48.94
13,50.001
14,51.1
15,52.266
16,53.396
17,54.271
18,55.547
19,56.535
20,57.44
21,58.419
22,59.27
23,60.089
24,60.887
25,61.838
26,62.703
27,63.735
28,64.836
29,65.884
30,66.894
31,67.928
32,69.032
33,70.072
34,71.174
35,72.319
36,73.181
37,74.375
38,75.516
39,76.728
40,77.75
41,78.809
42,79.772
43,81.178
44,82.034
45,83.251
46,84.749
47,85.625
48,87.017
49,88.082
50,89.648
51,90.98
52,92.151
53,93.533
54,94.746
55,95.696
56,96.908
57,98.287
58,99.224
59,100.204
60,100.877
61,101.936
62,102.845
63,103.873
64,105.015
65,105.857
66,106.942
67,107.367
68,108.284
69,109.421
70,110.349
71,111.335
72,112.276
73,113.237
74,114.154
75,115.108
76,116.074
77,117.029
78,117.992
79,118.952
80,119.916
81,120.873
82,121.836
83,122.8
84,123.764
85,124.731
86,125.698
87,126.666
88,127.629
89,128.599
90,129.567
91,130.537
92,131.506
93,132.481
94,133.453
95,134.427
96,135.403
97,136.378
98,137.354
99,138.332
100,139.31
101,140.289
