age,weight
1,34.25
2,35.048
3,35.839
4,36.613
5,37.387
6,38.039
7,38.597
8,39.347
9,40.17
10,40.908
11,41.722
12,42.462
13,43.453
14,44.342
15,45.469
16,46.459
17,47.462
18,48.537
19,49.561
20,50.62
21,51.593
22,52.419
23,53.228
24,53.705
25,54.353
26,55.312
27,56.18
28,57.413
29,58.573
30,59.501
31,60.396
32,61.325
33,62.222
34,63.295
35,64.476
36,65.524
37,66.785
38,67.793
39,68.862
40,69.847
41,70.899
42,72.103
43,73.273
44,74.301
45,75.536
46,76.653
47,77.783
48,79.085
49,80.144
50,81.261
51,82.36
52,83.462
53,84.525
54,85.625
55,86.616
56,87.668
57,88.561
58,89.451
59,90.441
60,91.495
61,92.712
62,94.062
63,95.308
64,96.523
65,97.661
66,98.808
67,100.064
68,101.184
69,102.203
70,103.368
71,104.614
72,105.495
73,106.553
74,107.634
75,108.444
76,109.331
77,110.313
78,111.34
79,112.33
80,113.348
81,114.367
82,115.374
83,116.395
84,117.422
85,118.458
86,119.495
87,120.537
88,121.582
89,122.629
90,123.681
91,124.737
92,125.796
93,126.855
94,127.915
95,128.976
96,130.039
97,131.103
98,132.169
99,133.236
100,134.303
101,135.371
