age,weight
1,36.0
2,36.636
3,37.344
4,38.031
5,38.987
6,39.827
7,40.828
8,41.703
9,42.622
10,43.56
11,44.383
12,45.221
13,46.064
14,46.856
15,47.773
16,48.74
17,49.654
18,50.513
19,51.455
20,52.528
21,53.318
22,54.134
23,54.995
24,55.918
25,56.83
26,57.814
27,58.675
28,59.695
29,60.685
30,61.641
31,62.647
32,63.59
33,64.608
34,65.572
35,66.522
36,67.418
37,68.209
38,69.171
39,70.124
40,70.979
41,71.856
42,72.87
43,73.841
44,74.773
45,75.817
46,76.791
47,77.702
48,78.505
49,79.259
50,80.032
51,80.921
52,81.858
53,82.74
54,83.633
55,84.537
56,85.372
57,86.424
58,87.271
59,88.3
60,89.173
61,90.075
62,91.105
63,91.881
64,92.773
65,93.784
66,94.631
67,95.254
68,96.23
69,97.161
70,98.479
71,99.529
72,100.622
73,101.685
74,102.741
75,103.827
76,104.902
77,106.016
78,107.113
79,108.215
80,109.317
81,110.421
82,111.531
83,112.644
84,113.759
85,114.875
86,115.995
87,117.11
88,118.229
89,119.349
90,120.47
91,121.589
92,122.712
93,123.836
94,124.962
95,126.089
96,127.22
97,128.346
98,129.471
99,130.594
100,131.724
101,132.849
