age,weight
1,30.0
2,30.721
3,31.429
4,32.15
5,32.914
6,33.715
7,34.503
8,35.231
9,35.951
10,36.53
11,37.461
12,38.224
13,39.005
14,39.795
15,40.632
16,41.496
17,42.328
18,43.199
19,43.961
20,44.826
21,45.715
22,46.63
23,47.611
24,48.593
25,49.756
26,50.875
27,51.951
28,53.137
29,54.171
30,54.391
31,54.541
32,54.642
33,54.957
34,55.898
35,57.044
36,58.219
37,59.274
38,60.359
39,61.467
40,62.609
41,63.522
42,64.542
43,65.651
44,66.488
45,67.711
46,68.548
47,69.462
48,70.571
49,71.66
50,72.658
51,73.718
52,74.976
53,75.983
54,77.173
55,78.266
56,79.592
57,80.843
58,82.016
59,83.481
60,84.671
61,86.08
62,87.244
63,88.588
64,89.843
65,91.213
66,92.684
67,94.275
68,95.698
69,97.081
70,98.127
71,99.405
72,100.635
73,101.883
74,103.136
75,104.366
76,105.585
77,106.772
78,107.971
79,109.159
80,110.344
81,111.523
82,112.694
83,113.86
84,115.019
85,116.173
86,117.322
87,118.468
88,119.611
89,120.75
90,121.884
91,123.016
92,124.145
93,125.271
94,126.394
95,127.513
96,128.63
97,129.745
98,130.858
99,131.968
100,133.075
101,134.181
