age,weight
1,33.442
2,34.025
3,34.68
4,35.506
5,36.518
6,37.342
7,38.225
8,39.101
9,39.711
10,40.427
11,41.152
12,42.044
13,42.848
14,43.774
15,44.432
16,45.234
17,46.237
18,47.015
19,48.032
20,48.855
21,49.85
22,50.83
23,51.782
24,52.674
25,53.678
26,54.668
27,55.513
28,56.612
29,57.554
30,58.602
31,59.54
32,60.446
33,61.341
34,62.265
35,63.101
36,63.918
37,64.958
38,65.811
39,66.804
40,67.705
41,68.484
42,69.886
43,70.99
44,72.113
45,73.298
46,74.406
47,75.25
48,76.349
49,77.362
50,78.596
51,79.582
52,80.743
53,81.809
54,82.878
55,83.949
56,84.857
57,86.012
58,86.994
59,88.302
60,89.323
61,90.416
62,91.62
63,92.577
64,93.62
65,94.371
66,95.524
67,96.471
68,97.659
69,98.573
70,99.62
71,100.56
72,101.565
73,102.608
74,103.639
75,104.703
76,105.748
77,106.812
78,107.872
79,108.94
80,110.014
81,111.091
82,112.176
83,113.265
84,114.359
85,115.455
86,116.555
87,117.656
88,118.761
89,119.862
90,120.965
91,122.071
92,123.178
93,124.289
94,125.403
95,126.513
96,127.625
97,128.738
98,129.854
99,130.969
100,132.08
101,133.191
