age,weight
1,37.0
2,37.695
3,38.553
4,39.373
5,40.242
6,41.078
7,41.914
8,42.509
9,43.541
10,44.689
11,45.801
12,46.919
13,47.957
14,48.87
15,50.038
16,51.126
17,52.033
18,52.998
19,53.996
20,54.945
21,55.539
22,56.633
23,57.603
24,58.849
25,59.773
26,60.931
27,61.004
28,62.397
29,63.566
30,64.714
31,65.666
32,66.558
33,67.822
34,68.688
35,69.733
36,70.546
37,71.674
38,72.653
39,73.928
40,74.981
41,76.021
42,77.187
43,78.118
44,79.52
45,80.551
46,81.898
47,83.005
48,84.229
49,85.454
50,86.693
51,88.37
52,89.717
53,91.073
54,92.516
55,93.253
56,94.433
57,95.693
58,96.844
59,98.351
60,97.845
61,99.295
62,100.256
63,101.505
64,102.688
65,103.959
66,104.994
67,104.897
68,106.6
69,107.534
70,109.157
71,110.286
72,111.467
73,112.578
74,113.595
75,114.742
76,115.806
77,116.938
78,118.015
79,119.096
80,120.163
81,121.22
82,122.281
83,123.329
84,124.379
85,125.42
86,126.458
87,127.493
88,128.522
89,129.55
90,130.575
91,131.597
92,132.617
93,133.636
94,134.653
95,135.667
96,136.681
97,137.694
98,138.704
99,139.712
100,140.719
101,141.725
