age,weight
1,41.5
2,42.195
3,42.699
4,43.64
5,44.593
6,45.628
7,46.675
8,47.546
9,48.371
10,49.286
11,50.258
12,51.434
13,52.459
14,53.343
15,54.539
16,55.599
17,56.654
18,57.803
19,58.931
20,60.064
21,61.151
22,62.262
23,63.141
24,64.329
25,65.351
26,66.534
27,67.51
28,68.716
29,69.702
30,71.051
31,72.175
32,73.46
33,74.705
34,75.918
35,76.968
36,78.183
37,79.211
38,80.35
39,81.452
40,82.66
41,83.937
42,84.902
43,86.317
44,87.647
45,88.942
46,90.227
47,91.193
48,92.775
49,93.887
50,95.331
51,96.607
52,97.632
53,98.73
54,100.191
55,101.36
56,102.556
57,104.092
58,105.199
59,106.721
60,107.844
61,108.865
62,110.071
63,111.237
64,112.852
65,113.539
66,114.659
67,115.988
68,117.113
69,118.288
70,119.377
71,120.479
72,121.497
73,122.541
74,123.581
75,124.589
76,125.596
77,126.585
78,127.564
79,128.527
80,129.486
81,130.438
82,131.384
83,132.321
84,133.253
85,134.178
86,135.097
87,136.013
88,136.926
89,137.836
90,138.743
91,139.648
92,140.551
93,141.453
94,142.353
95,143.252
96,144.15
97,145.046
98,145.943
99,146.839
100,147.736
101,148.632
