age,weight
1,39.5
2,40.356
3,41.062
4,42.075
5,42.934
6,43.647
7,44.375
8,45.163
9,45.826
10,46.731
11,47.4
12,48.085
13,48.872
14,49.721
15,50.388
16,51.226
17,52.076
18,52.928
19,53.665
20,54.49
21,55.116
22,55.868
23,56.859
24,58.033
25,58.826
26,59.862
27,61.071
28,62.053
29,62.66
30,64.27
31,65.174
32,66.526
33,67.528
34,68.685
35,69.345
36,70.691
37,71.54
38,72.637
39,73.738
40,74.749
41,75.649
42,76.75
43,77.62
44,78.634
45,79.81
46,80.907
47,81.774
48,82.944
49,83.791
50,84.788
51,85.626
52,86.172
53,86.582
54,86.749
55,87.494
56,87.946
57,88.288
58,89.014
59,89.969
60,90.854
61,91.822
62,92.868
63,93.796
64,94.754
65,96.058
66,97.219
67,98.592
68,99.768
69,101.169
70,101.709
71,102.825
72,103.848
73,104.912
74,106.002
75,107.071
76,108.157
77,109.176
78,110.252
79,111.312
80,112.383
81,113.457
82,114.531
83,115.607
84,116.68
85,117.759
86,118.837
87,119.917
88,120.996
89,122.078
90,123.161
91,124.24
92,125.323
93,126.405
94,127.487
95,128.568
96,129.649
97,130.732
98,131.814
99,132.897
100,133.981
101,135.065
