age,weight
1,28.625
2,28.884
3,29.611
4,30.296
5,31.105
6,31.984
7,33.057
8,33.954
9,35.102
10,36.176
11,37.262
12,38.441
13,39.609
14,40.824
15,41.979
16,43.046
17,44.053
18,45.366
19,46.341
20,47.161
21,48.201
22,49.199
23,50.095
24,50.907
25,51.995
26,52.68
27,53.7
28,54.836
29,56.38
30,57.251
31,58.363
32,59.479
33,60.599
34,61.963
35,63.038
36,63.94
37,65.175
38,66.118
39,67.191
40,68.156
41,69.025
42,70.225
43,71.024
44,72.296
45,73.261
46,73.875
47,75.115
48,76.032
49,76.817
50,77.55
51,78.456
52,79.569
53,80.302
54,81.936
55,83.068
56,84.462
57,85.283
58,86.715
59,87.998
60,88.626
61,90.057
62,91.071
63,92.21
64,93.154
65,93.907
66,94.842
67,96.032
68,97.016
69,98.153
70,99.221
71,100.288
72,101.339
73,102.41
74,103.501
75,104.581
76,105.679
77,106.771
78,107.867
79,108.963
80,110.063
81,111.163
82,112.269
83,113.374
84,114.481
85,115.591
86,116.703
87,117.814
88,118.923
89,120.032
90,121.147
91,122.263
92,123.382
93,124.499
94,125.618
95,126.735
96,127.851
97,128.967
98,130.079
99,131.198
100,132.315
101,133.432
