age,weight
1,42.25
2,42.811
3,42.955
4,43.644
5,44.191
6,45.015
7,45.917
8,46.753
9,47.759
10,48.602
11,49.155
12,49.703
13,50.545
14,51.435
15,52.384
16,53.514
17,54.419
18,55.383
19,56.038
20,57.222
21,57.911
22,58.862
23,59.673
24,60.54
25,61.477
26,62.373
27,63.265
28,63.95
29,64.808
30,65.748
31,66.777
32,67.582
33,68.751
34,69.809
35,70.616
36,71.53
37,72.577
38,73.652
39,74.74
40,75.905
41,77.186
42,78.319
43,79.177
44,80.194
45,81.495
46,82.54
47,83.588
48,84.856
49,86.08
50,87.293
51,88.596
52,89.552
53,90.93
54,92.16
55,93.177
56,93.99
57,95.32
58,96.442
59,97.372
60,98.284
61,99.423
62,100.491
63,101.53
64,102.876
65,103.789
66,104.413
67,104.8
68,105.636
69,106.379
70,107.224
71,108.097
72,108.952
73,109.809
74,110.655
75,111.549
76,112.442
77,113.356
78,114.283
79,115.213
80,116.152
81,117.095
82,118.048
83,119.006
84,119.977
85,120.951
86,121.932
87,122.919
88,123.907
89,124.902
90,125.902
91,126.905
92,127.914
93,128.923
94,129.939
95,130.958
96,131.976
97,132.995
98,134.018
99,135.042
100,136.07
101,137.101
