age,weight
1,38.0
2,38.66
3,39.359
4,40.147
5,40.884
6,41.663
7,42.455
8,43.369
9,44.178
10,45.062
11,46.029
12,47.044
13,48.014
14,48.879
15,49.641
16,50.527
17,51.568
18,52.435
19,53.451
20,54.213
21,54.895
22,55.879
23,56.636
24,57.529
25,58.265
26,59.064
27,59.756
28,60.831
29,61.569
30,62.559
31,63.638
32,64.857
33,65.823
34,66.787
35,67.7
36,68.905
37,70.197
38,71.412
39,72.508
40,73.61
41,74.963
42,76.296
43,77.54
44,78.49
45,79.994
46,81.182
47,82.209
48,83.569
49,84.998
50,86.512
51,87.615
52,88.722
53,89.71
54,90.84
55,91.722
56,93.088
57,94.457
58,95.299
59,96.364
60,96.363
61,97.45
62,98.674
63,99.703
64,100.967
65,102.253
66,103.409
67,103.486
68,104.954
69,106.069
70,107.441
71,108.588
72,109.741
73,110.856
74,111.869
75,113.001
76,114.08
77,115.185
78,116.265
79,117.344
80,118.413
81,119.47
82,120.532
83,121.584
84,122.639
85,123.689
86,124.736
87,125.781
88,126.822
89,127.86
90,128.897
91,129.932
92,130.965
93,131.996
94,133.026
95,134.052
96,135.078
97,136.103
98,137.127
99,138.15
100,139.172
101,140.193
