age,weight
1,35.75
2,36.4
3,36.908
4,37.366
5,38.024
6,38.958
7,40.043
8,41.23
9,42.167
10,43.465
11,44.453
12,45.581
13,46.711
14,47.913
15,49.074
16,50.187
17,51.294
18,52.509
19,53.467
20,54.811
21,55.956
22,57.164
23,58.226
24,59.405
25,60.604
26,61.958
27,63.151
28,64.224
29,65.463
30,66.751
31,68.03
32,69.081
33,70.332
34,71.702
35,72.953
36,74.309
37,75.09
38,76.361
39,77.58
40,78.939
41,79.578
42,80.962
43,81.716
44,82.938
45,84.327
46,85.221
47,86.447
48,87.922
49,89.139
50,90.335
51,91.724
52,92.931
53,94.12
54,95.341
55,96.28
56,97.017
57,97.84
58,99.027
59,99.482
60,100.54
61,101.682
62,102.635
63,103.38
64,104.443
65,104.874
66,105.042
67,105.256
68,105.644
69,106.16
70,106.749
71,107.41
72,108.056
73,108.711
74,109.404
75,110.123
76,110.877
77,111.655
78,112.462
79,113.287
80,114.128
81,114.99
82,115.87
83,116.766
84,117.675
85,118.599
86,119.533
87,120.482
88,121.44
89,122.407
90,123.386
91,124.371
92,125.364
93,126.363
94,127.37
95,128.384
96,129.404
97,130.424
98,131.449
99,132.479
100,133.51
101,134.547
