age,weight
1,38.0
2,38.696
3,39.534
4,40.405
5,41.138
6,41.962
7,42.731
8,43.704
9,44.65
10,45.605
11,46.445
12,47.363
13,48.177
14,49.155
15,50.098
16,50.986
17,51.822
18,52.742
19,53.555
20,54.558
21,55.471
22,56.478
23,57.183
24,58.51
25,59.402
26,60.304
27,61.39
28,62.38
29,63.462
30,64.375
31,65.367
32,66.319
33,67.0
34,67.674
35,68.639
36,69.584
37,70.583
38,71.79
39,72.518
40,73.434
41,73.931
42,74.7
43,75.417
44,76.255
45,77.243
46,77.804
47,78.557
48,79.626
49,80.593
50,81.629
51,82.837
52,83.637
53,84.678
54,85.749
55,86.656
56,88.066
57,89.212
58,90.458
59,91.457
60,92.598
61,93.756
62,94.952
63,96.371
64,97.465
65,98.465
66,99.243
67,100.074
68,100.943
69,101.973
70,102.77
71,103.742
72,104.68
73,105.629
74,106.594
75,107.565
76,108.556
77,109.537
78,110.54
79,111.544
80,112.556
81,113.574
82,114.597
83,115.627
84,116.659
85,117.697
86,118.739
87,119.784
88,120.833
89,121.884
90,122.939
91,123.995
92,125.054
93,126.114
94,127.176
95,128.24
96,129.304
97,130.37
98,131.436
99,132.503
100,133.57
101,134.638
